Sample Number,Site ID,Target,"UTM East
NAD83_U10","UTM North
NAD83_U10",Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Parent Sample Number
258592,AG111,Agie,691899,5513603,REG,,08/13/2023,KN,Dry,Sub-angular,15,B Horizon,beige,Forest,Silt,,
258593,AG110,Agie,691847,5513598,REG,,08/13/2023,KN,Dry,Sub-rounded,20,B Horizon,beige,Forest,Sandy Silt,,
258594,AG109,Agie,691797,5513600,REG,,08/13/2023,KN,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258595,AG108,Agie,691751,5513601,REG,,08/13/2023,KN,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silt,,
258596,AG107,Agie,691700,5513597,REG,,08/13/2023,KN,Dry,Sub-angular,25,B Horizon,lt brown,Forest,Sandy Silt,,
258597,AG106,Agie,691649,5513602,REG,,08/13/2023,KN,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258598,Ag239,Agie,692355,5514502,REG,,08/13/2023,CV,Dry,Sub-angular,10,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258599,Ag238,Agie,692303,5514497,REG,,08/14/2023,CV,Dry,Angular,15,B Horizon,grey,Forest,Silty Sand,Near outcrop poor sample,
258600,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258601,AG031,Agie,691651,5513103,REG,,08/16/2023,EG,Dry,Sub-rounded,30,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258602,AG032,Agie,691701,5513099,REG,,08/12/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258603,AG033,Agie,691751,5513101,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258604,AG034,Agie,691799,5513098,REG,,08/12/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258605,AG035,Agie,691851,5513098,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Clear Cut,Silty Sand,,
258606,AG036,Agie,691899,5513104,REG,,08/12/2023,EG,Dry,Sub-rounded,30,B Horizon,OB,Clear Cut,Pebbly Sand,,
258607,AG037,Agie,691952,5513098,REG,,08/12/2023,EG,Dry,Angular,25,B Horizon,beige,Clear Cut,Pebbly Sand,,
258608,AG038,Agie,691998,5513099,REG,,08/12/2023,EG,Damp,Sub-angular,30,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258609,AG039,Agie,692051,5513099,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258610,AG039,,,,DUP,,08/12/2023,,,,,,,,,,258609
258611,AG040,Agie,692100,5513098,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258612,AG041,Agie,692150,5513099,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258613,AG042,Agie,692201,5513101,REG,,08/12/2023,EG,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258614,AG043,Agie,692248,5513101,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258615,AG044,Agie,692298,5513099,REG,,08/12/2023,EG,Dry,Sub-angular,10,B Horizon,OB,Forest,Pebbly Sand,,
258616,AG045,Agie,692347,5513100,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258617,AG060,Agie,692348,5513199,REG,,08/12/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,,
258618,AG059,Agie,692302,5513198,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258619,AG058,Agie,692250,5513199,REG,,08/12/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258620,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258621,AG057,Agie,692201,5513200,REG,,08/13/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258622,AG056,Agie,692151,5513201,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258623,AG055,Agie,692101,5513198,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258624,AG054,Agie,692049,5513200,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258625,AG053,Agie,691997,5513202,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Silty Sand,,
258626,AG052,Agie,691950,5513199,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258627,AG051,Agie,691901,5513201,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,OB,Clear Cut,Pebbly Sand,,
258628,AG050,Agie,691852,5513202,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,Near road,
258629,AG049,Agie,691800,5513199,REG,,08/12/2023,EG,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Pebbly Sand,,
258630,AG049,,,,DUP,,08/12/2023,,,,,,,,,,258629
258631,AG048,Agie,691747,5513198,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258632,AG047,Agie,691700,5513202,REG,,08/12/2023,EG,Dry,Sub-rounded,30,B Horizon,beige,Forest,Sandy Silt,,
258633,AG046,Agie,691651,5513199,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258634,AG061,Agie,691655,5513299,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258635,AG062,Agie,691699,5513301,REG,,08/12/2023,EG,Dry,Sub-rounded,40,B Horizon,beige,Forest,Sandy Silt,,
258636,AG063,Agie,691750,5513300,REG,,08/12/2023,EG,Damp,Sub-rounded,30,B Horizon,beige,Forest,Silty Sand,,
258637,AG064,Agie,691801,5513297,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,grey,Forest,Pebbly Sand,,
258638,AG065,Agie,691852,5513298,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,grey,Forest,Pebbly Sand,,
258639,AG066,Agie,691898,5513300,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,grey,Forest,Pebbly Sand,,
258640,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258641,AG067,Agie,691949,5513299,REG,,08/13/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258642,AG068,Agie,691999,5513300,REG,,08/13/2023,EG,Dry,Sub-rounded,15,B Horizon,lt grey,Forest,Pebbly Sand,,
258643,AG069,Agie,692048,5513300,REG,,08/13/2023,EG,Dry,Sub-rounded,30,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258644,AG070,Agie,692099,5513299,REG,,08/13/2023,EG,Dry,Sub-rounded,30,B Horizon,grey,Forest,Silty Sand,,
258645,AG071,Agie,692153,5513301,REG,,08/13/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,Near road,
258646,AG072,Agie,692200,5513299,REG,,08/13/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Pebbly Sand,,
258647,AG073,Agie,692250,5513300,REG,,08/13/2023,EG,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258648,AG074,Agie,692297,5513300,REG,,08/13/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258649,AG075,Agie,692348,5513298,REG,,08/13/2023,EG,Damp,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258650,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258651,ECL470,Lee Side,684046,5509602,REG,,08/13/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,New growth area,
258652,LEE471,Lee Side,684098,5509602,REG,,09/09/2023,JA,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,New growth area,
258653,LEE472,Lee Side,684147,5509600,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,New growth area,
258654,LEE473,Lee Side,684197,5509600,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,New growth area,
258655,LEE474,Lee Side,684247,5509604,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258656,LEE475,Lee Side,684295,5509602,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258657,LEE476,Lee Side,684351,5509600,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258658,LEE477,Lee Side,684403,5509604,REG,,09/09/2023,JA,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258659,LEE478,Lee Side,684450,5509603,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258660,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258661,,Lee Side,684496,5509603,REG,,09/16/2023,JA,Dry,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
258662,LEE480,Lee Side,684549,5509595,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258663,LEE481,Lee Side,684598,5509598,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,"Rocky area, likely overturned",
258664,LEE 482,Lee Side,684651,5509602,REG,,09/09/2023,JA,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Sandy Silt,,
258665,Lee 483,Lee Side,684702,5509602,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258666,Lee 484,Lee Side,684748,5509605,REG,,09/09/2023,JA,Dry,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,
258667,Lee488,Lee Side,684952,5509603,REG,,09/09/2023,JA,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258668,LEE489,Lee Side,685004,5509602,REG,,09/09/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,In new growth area,
258669,LEE490,Lee Side,685047,5509598,REG,,09/09/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,In new growth area,
258670,LEE490,,,,DUP,,09/09/2023,,,,,,,,,,258669
258671,LEE491,Lee Side,685103,5509597,REG,,09/09/2023,JA,Dry,Sub-rounded,20,B Horizon,beige,Forest,Sandy Silt,,
258672,LEE456,Lee Side,685094,5509503,REG,,09/09/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Sandy Silt,In new growth area,
258673,LEE455,Lee Side,685052,5509500,REG,,09/09/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,In new growth area,
258674,LEE454,Lee Side,685001,5509497,REG,,09/09/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,In new growth area,
258675,LEE453,Lee Side,684949,5509498,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258676,LEE441,Lee Side,684347,5509498,REG,,09/09/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258677,LEE442,Lee Side,684399,5509498,REG,,09/10/2023,JA,Dry,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
258678,LEE443,Lee Side,684447,5509501,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258679,LEE445,Lee Side,684549,5509499,REG,,09/10/2023,JA,Dry,Sub-angular,15,B Horizon,brown,Forest,Silty Sand,,
258680,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258681,LEE446,Lee Side,684596,5509502,REG,,09/16/2023,JA,Dry,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,,
258682,LEE447,Lee Side,684652,5509500,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258683,LEE448,Lee Side,684698,5509502,REG,,09/10/2023,JA,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,Moved site due to road ,
258684,LEE449,Lee Side,684746,5509499,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258685,LEE421,Lee Side,685104,5509398,REG,,09/10/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258686,LEE420,Lee Side,685047,5509406,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258687,LEE419,Lee Side,684997,5509398,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258688,LEE418,Lee Side,684952,5509403,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258689,LEE417,Lee Side,684902,5509400,REG,,09/10/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258690,LEE541,,,,DUP,,09/10/2023,,,,,,,,,,258689
258691,Lee 386,Lee Side,685097,5509303,REG,,09/10/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258692,Lee385,Lee Side,685051,5509302,REG,,09/10/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258693,Lee384,Lee Side,684995,5509300,REG,,09/10/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258694,Lee383,Lee Side,684944,5509300,REG,,09/10/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Silty Sand,,
258695,Lee382,Lee Side,684897,5509299,REG,,09/10/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258696,Lee381,Lee Side,684849,5509298,REG,,09/10/2023,EG,Dry,Sub-angular,12,B Horizon,lt brown,Forest,Sandy Silt,,
258697,Lee380,Lee Side,684795,5509300,REG,,09/10/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258698,Lee415,Lee Side,684798,5509401,REG,,09/10/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Sandy Silt,,
258699,Lee414,Lee Side,684752,5509399,REG,,09/10/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258700,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258701,Lee413,Lee Side,684698,5509399,REG,,09/16/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258702,Lee412,Lee Side,684647,5509399,REG,,09/10/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258703,Lee411,Lee Side,684600,5509402,REG,,09/10/2023,EG,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258704,Lee410,Lee Side,684550,5509399,REG,,09/10/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258705,Lee409,Lee Side,684502,5509398,REG,,09/10/2023,EG,Dry,Sub-rounded,20,B Horizon,OB,Forest,Sandy Silt,,
258706,Lee406,Lee Side,684350,5509401,REG,,09/10/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258707,Lee407,Lee Side,684397,5509398,REG,,09/11/2023,EG,Dry,Sub-rounded,10,B Horizon,red-brown,Forest,Pebbly Sand,,
258708,Lee408,Lee Side,684447,5509399,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258709,Lee371,Lee Side,684352,5509301,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258710,Lee371,,,,DUP,,09/11/2023,,,,,,,,,,258709
258711,Lee372,Lee Side,684401,5509297,REG,,09/11/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258712,Lee373,Lee Side,684447,5509301,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,dk brown,Forest,Sandy Silt,,
258713,Lee374,Lee Side,684500,5509299,REG,,09/11/2023,EG,Dry,Sub-rounded,10,B Horizon,brown,Forest,Silty Sand,,
258714,Lee375,Lee Side,684550,5509303,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258715,Lee376,Lee Side,684598,5509300,REG,,09/11/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258716,Lee377,Lee Side,684647,5509299,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258717,Lee378,Lee Side,684700,5509300,REG,,09/11/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258718,Lee379,Lee Side,684149,5509303,REG,,09/11/2023,EG,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258719,LEE351,Lee Side,685098,5509202,REG,,09/11/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258720,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258721,LEE350,Lee Side,685052,5509199,REG,,09/17/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258722,LEE349,Lee Side,685004,5509201,REG,,09/11/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258723,LEE348,Lee Side,684952,5509204,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,New growth,
258724,LEE347,Lee Side,684902,5509204,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,New growth,
258725,LEE346,Lee Side,684852,5509203,REG,,09/11/2023,JA,Dry,Sub-angular,15,B,beige,Forest,Pebbly Sand,,
258726,LEE345,Lee Side,684800,5509200,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258727,LEE344,Lee Side,684750,5509199,REG,,09/11/2023,JA,Dry,Sub-angular,15,B Horizon,OB,Forest,Pebbly Sand,New growth,
258728,LEE343,Lee Side,684700,5509201,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Silty Sand,New growth,
258729,LEE342,Lee Side,684649,5509197,REG,,09/11/2023,JA,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,New growth,
258730,LEE342,,,,DUP,,09/11/2023,,,,,,,,,,258729
258731,LEE341,Lee Side,684602,5509202,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258732,LEE340,Lee Side,684550,5509204,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,OB,Forest,Pebbly Sand,,
258733,LEE339,Lee Side,684501,5509198,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,OB,Forest,Pebbly Sand,Moved due to thick organic layer,
258734,LEE338,Lee Side,684450,5509203,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,OB,Forest,Pebbly Sand,,
258735,LEE337,Lee Side,684402,5509199,REG,,09/11/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258736,LEE252,Lee Side,685097,5508897,REG,,09/11/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258737,LEE253,Lee Side,685151,5508900,REG,,09/17/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258738,LEE254,Lee Side,685195,5508902,REG,,09/17/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258739,LEE255,Lee Side,685247,5508904,REG,,09/17/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258740,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258741,LEE256,Lee Side,685300,5508904,REG,,09/17/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258742,LEE257,Lee Side,685346,5508907,REG,,09/17/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
258743,LEE258,Lee Side,685395,5508897,REG,,09/17/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258744,LEE259,Lee Side,685453,5508896,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258745,LEE260,Lee Side,685500,5508908,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258746,LEE261,Lee Side,685548,5508905,REG,,09/17/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258747,LEE232,Lee Side,685545,5508807,REG,,09/17/2023,MP,Dry,Sub-angular,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258748,LEE231,Lee Side,685503,5508801,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258749,LEE230,Lee Side,685456,5508800,REG,,09/17/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258750,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258751,PL6,,682799,5496954,REG,,09/17/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258752,PL12,,682846,5496954,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258753,PL18,,682899,5496955,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258754,PL24,,682950,5496958,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258755,PL30,,682999,5496956,REG,,09/27/2023,JA,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,Rocky/gravelly area,
258756,PL36,,683049,5496957,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,Gravelly area,
258757,PL42,,683099,5496956,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,Gravelly area,
258758,PL48,,683152,5496957,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258759,PL54,,683198,5496956,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258760,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258761,PL53,,683200,5497005,REG,,10/02/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258762,PL47,,683147,5497007,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258763,PL41,,683099,5497005,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258764,PL35,,683050,5497001,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258765,PL29,,682997,5497004,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258766,PL23,,682949,5497006,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258767,PL17,,682895,5497004,REG,,09/27/2023,JA,Dry,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,,
258768,PL11,,682849,5497006,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258769,PL5,,682801,5497009,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,Near sub crop,
258770,PL5,,,,DUP,,09/27/2023,,,,,,,,,,258769
258771,PL4,,682801,5497058,REG,,09/27/2023,JA,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,Near outcrop,
258772,PL10,,682852,5497055,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258773,PL16,,682897,5497054,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258774,PL22,,682948,5497055,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258775,PL28,,683002,5497058,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258776,PL34,,683049,5497054,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258777,PL40,,683100,5497054,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258778,PL46,,683147,5497056,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258779,PL52,,683199,5497053,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258780,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258781,PL51,,683201,5497106,REG,,10/02/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258782,PL45,,683148,5497103,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258783,PL39,,683100,5497104,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258784,PL33,,683050,5497107,REG,,09/27/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258785,PL27,,682999,5497105,REG,,09/27/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258786,PL21,,682949,5497105,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258787,PL15,,682898,5497107,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258788,PL9,,682848,5497106,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258789,PL3,,682799,5497105,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258790,PL3,,,,DUP,,09/28/2023,,,,,,,,,,258789
258791,PL2,,682799,5497155,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,Near old Rd/trench,
258792,PL8,,682849,5497157,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258793,PL14,,682898,5497157,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
